entity_id,entity_name,group_id,date,signal_type,severity,severity_rule,magnitude,magnitude_unit,detail,source_doc,source_page,evidence_text,valid_from,valid_to
600282,南京钢铁股份有限公司,G_CITIC,2024-12-27,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → PT. KinXiang New Energy Technologies Indonesia,outputs/analysis_freeze/guarantee/analysis_048_600282_guarantee_quota.json,3,"3 
南钢股份 
金祥新能源 
53% 
76.11% 
134,823.28 
144,000 
5.43% 
以实际发生为准",2024-12-27,2025-12-27
N_安阳复星合力新材料科技有限公司,安阳复星合力新材料科技有限公司,,2024-12-27,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → 湖南复星合力新材料有限公司,outputs/analysis_freeze/guarantee/analysis_048_600282_guarantee_quota.json,3,"4 
安阳合力 
湖南合力 
51% 
79.11% 
16,141.10 
7,315 
0.28% 
以实际发生为准",2024-12-27,2025-12-27
N_安阳复星合力新材料科技有限公司,安阳复星合力新材料科技有限公司,,2024-12-27,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → 山西南钢合力新材料科技有限公司,outputs/analysis_freeze/guarantee/analysis_048_600282_guarantee_quota.json,3,"5 
安阳合力 
山西南钢合力 
100% 
75.39% 
- 
500 
0.02% 
否",2024-12-27,2025-12-27
600282,南京钢铁股份有限公司,G_CITIC,2024-12-27,credit_exposure,low,为子公司担保=low,6000.0,万元,guarantee_limit → 安阳复星合力新材料科技有限公司,outputs/analysis_freeze/guarantee/analysis_048_600282_guarantee_quota.json,3,"1 
南钢股份 
安阳合力科技 
51% 
44.90% 
4,870.00 
6,000 
0.23% 
具体担保期限
以实际签署协
议为准。 
否 
以实际发生为准",2024-12-27,2025-12-27
600282,南京钢铁股份有限公司,G_CITIC,2024-12-27,credit_exposure,low,为子公司担保=low,5000.0,万元,guarantee_limit → 安阳复星合力新材料股份有限公司,outputs/analysis_freeze/guarantee/analysis_048_600282_guarantee_quota.json,3,"2 
南钢股份 
安阳合力 
51% 
37.57% 
2,800.00 
5,000 
0.19% 
以实际发生为准",2024-12-27,2025-12-27
600282,南京钢铁股份有限公司,G_CITIC,2024-12-27,credit_exposure,low,为子公司担保=low,6000.0,万元,guarantee_limit → 南京金博新材料科技有限公司,outputs/analysis_freeze/guarantee/analysis_048_600282_guarantee_quota.json,3,"3 
南钢股份 
南京金博 
100% 
17.79% 
- 
6,000 
0.23% 
否",2024-12-27,2025-12-27
N_柏中环境科技(上海)股份有限公司,柏中环境科技（上海）股份有限公司,,2024-12-27,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → 柏中（菏泽）水务有限公司,outputs/analysis_freeze/guarantee/analysis_048_600282_guarantee_quota.json,3,"4 
柏中环境 
菏泽水务 
100% 
- 
- 
26,500 
1.00% 
否",2024-12-27,2025-12-27
N_柏中环境科技(上海)股份有限公司,柏中环境科技（上海）股份有限公司,,2024-12-27,credit_exposure,low,为子公司担保=low,6000.0,万元,guarantee_limit → 淮安柏环环保新材料科技有限公司,outputs/analysis_freeze/guarantee/analysis_048_600282_guarantee_quota.json,3,"5 
柏中环境 
柏环环保 
80% 
2.26% 
- 
6,000 
0.23% 
以实际发生为准",2024-12-27,2025-12-27
N_柏中环境科技(上海)股份有限公司,柏中环境科技（上海）股份有限公司,,2024-12-27,credit_exposure,low,为子公司担保=low,20000.0,万元,guarantee_limit → 柏中环境科技（上海）股份有限公司,outputs/analysis_freeze/guarantee/analysis_048_600282_guarantee_quota.json,3,"6 
柏中环境（含
其子公司） 
柏中环境（含
其子公司） 
100% 
35.75% 
- 
20,000 
0.75% 
否",2024-12-27,2025-12-27
600282,南京钢铁股份有限公司,G_CITIC,2024-12-27,credit_exposure,low,为子公司担保=low,30000.0,万元,guarantee_limit → 北京南钢钢材销售有限公司,outputs/analysis_freeze/guarantee/analysis_049_600282_guarantee_quota.json,1,南京钢铁股份有限公司（以下简称“南钢股份”或“公司”）2025 年度预计为北京南钢、上海南钢销售钢材提供担保，任一时点新增担保总额度不超过3 亿元（人民币，下同）的担保。,2024-12-27,2025-12-27
600282,南京钢铁股份有限公司,G_CITIC,2024-12-27,credit_exposure,low,为子公司担保=low,30000.0,万元,guarantee_limit → 上海南钢物资销售有限公司,outputs/analysis_freeze/guarantee/analysis_049_600282_guarantee_quota.json,2,"南钢股份 上海南钢 
100% 
82.74% 
0 
3亿元 
1.13% 
具体担保期限以实际签署协议为准 
否 
否",2024-12-27,2025-12-27
600282,南京钢铁股份有限公司,G_CITIC,2026-01-10,credit_exposure,low,为子公司担保=low,100000.0,万元,guarantee_limit → 南京钢铁集团国际经济贸易有限公司,outputs/analysis_freeze/guarantee/analysis_050_600282_guarantee_quota.json,3,"1
南钢股份
南钢国贸
100%
80.38%
90,550.50
100,000.00
3.84%
具体担保期限以
实际签署协议为
准。
否
否",2026-01-10,2027-01-10
600282,南京钢铁股份有限公司,G_CITIC,2026-01-10,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → PT. KinRui New Energy Technologies Indonesia,outputs/analysis_freeze/guarantee/analysis_050_600282_guarantee_quota.json,3,"2
南钢股份
金瑞新能源
80%
81.21%
165,928.03
270,000.00
10.37%
以实际发生为准",2026-01-10,2027-01-10
600282,南京钢铁股份有限公司,G_CITIC,2026-01-10,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → PT. KinXiang New Energy Technologies Indonesia,outputs/analysis_freeze/guarantee/analysis_050_600282_guarantee_quota.json,3,"3
南钢股份
金祥新能源
53%
81.50%
232,498.71
144,000.00
5.53%
以实际发生为准",2026-01-10,2027-01-10
N_河南南钢合力新材料股份有限公司,河南南钢合力新材料股份有限公司,,2026-01-10,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → 湖南南钢合力新材料有限公司,outputs/analysis_freeze/guarantee/analysis_050_600282_guarantee_quota.json,3,"4
河南合力
湖南合力
51%
93.25%
8,832.41
11,500.00
0.44%
以实际发生为准",2026-01-10,2027-01-10
600282,南京钢铁股份有限公司,G_CITIC,2026-01-10,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → 河南南钢合力新材料科技有限公司,outputs/analysis_freeze/guarantee/analysis_050_600282_guarantee_quota.json,3,"1
南钢股份
河南合力科技
51%
46.42%
5,500.00
2,500.00
0.10%
具体担保期限以
实际签署协议为
准。
否
以实际发生为准",2026-01-10,2027-01-10
600282,南京钢铁股份有限公司,G_CITIC,2026-01-10,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → 河南南钢合力新材料股份有限公司,outputs/analysis_freeze/guarantee/analysis_050_600282_guarantee_quota.json,3,"2
南钢股份
河南合力
51%
46.68%
3,850.00
2,500.00
0.10%
以实际发生为准",2026-01-10,2027-01-10
600282,南京钢铁股份有限公司,G_CITIC,2026-01-10,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → Singapore Jinteng International Pte. Ltd.,outputs/analysis_freeze/guarantee/analysis_050_600282_guarantee_quota.json,3,"3
南钢股份
新加坡金腾
100%
54.12%
-
50,400.00
1.94%
否",2026-01-10,2027-01-10
600282,南京钢铁股份有限公司,G_CITIC,2026-01-10,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → Hong Kong Jinteng Development Limited,outputs/analysis_freeze/guarantee/analysis_050_600282_guarantee_quota.json,3,"4
南钢股份
香港金腾发展
100%
52.08%
-
43,200.00
1.66%
否",2026-01-10,2027-01-10
N_柏中环境科技(上海)股份有限公司,柏中环境科技（上海）股份有限公司,,2026-01-10,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → 柏中（菏泽）水务有限公司,outputs/analysis_freeze/guarantee/analysis_050_600282_guarantee_quota.json,3,"5
柏中环境
菏泽水务
100%
0.93%
-
28,500.00
1.09%
否",2026-01-10,2027-01-10
N_柏中环境科技(上海)股份有限公司,柏中环境科技（上海）股份有限公司,,2026-01-10,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → 榆林柏美水务有限公司,outputs/analysis_freeze/guarantee/analysis_050_600282_guarantee_quota.json,3,"6
柏中环境
榆林柏美
100%
36.00%
-
11,200.00
0.43%
否",2026-01-10,2027-01-10
N_柏中环境科技(上海)股份有限公司,柏中环境科技（上海）股份有限公司,,2026-01-10,credit_exposure,low,为子公司担保=low,,万元,guarantee_limit → 柏中环境科技（上海）股份有限公司,outputs/analysis_freeze/guarantee/analysis_050_600282_guarantee_quota.json,3,"7
柏中环境
（含子公
司）
柏中环境（含
子公司）
/
37.40%
-
20,000.00
0.77%
否",2026-01-10,2027-01-10
600282,南京钢铁股份有限公司,G_CITIC,2026-01-10,credit_exposure,low,为子公司担保=low,30000.0,万元,guarantee_limit → 北京南钢钢材销售有限公司,outputs/analysis_freeze/guarantee/analysis_051_600282_guarantee_quota.json,2,"南钢股份
北京南钢
100%
78.03%
547.09
3 亿元
1.15%
具体担保
期限以实
际签署协
议为准
否
否",2026-01-10,2027-01-10
600282,南京钢铁股份有限公司,G_CITIC,2026-01-10,credit_exposure,low,为子公司担保=low,30000.0,万元,guarantee_limit → 上海南钢物资销售有限公司,outputs/analysis_freeze/guarantee/analysis_051_600282_guarantee_quota.json,2,"南钢股份
上海南钢
100%
88.37%
0
（二）内部决策程序
2026 年1 月9 日，公司召开第九届董事会第十四次会议，审议通过了《关
于2026 年度预计为全资子公司销售钢材提供担保的议案》，该议案尚需经公司
2026 年第一次临时股东会批准。",2026-01-10,2027-01-10
600507,方大特钢科技股份有限公司,G_FANGDA,2025-11-29,credit_exposure,low,为子公司担保=low,5000.0,万元,guarantee_limit → 宁波方大海鸥贸易有限公司,outputs/analysis_freeze/guarantee/analysis_058_600507_guarantee_individual.json,1,"方大特钢科技股份有限公司（以下简称“方大特钢”或“公司”）于2025 年11月28 日召开第九届董事会第八次会议，以15 票同意、0 票反对、0 票弃权审议通过《关于为全资子公司提供担保的议案》。根据生产经营的需要，公司为全资子公司宁波方大海鸥贸易有限公司（以下简称“宁波海鸥”）在徽商银行股份有限公司宁波分行申请综合授信提供连带责任担保，担保（敞口）金额人民币5,000万元。",2025-11-29,2026-11-29
600507,方大特钢科技股份有限公司,G_FANGDA,2026-03-03,credit_exposure,medium,为非子公司（股东、兄弟公司、联营或无关方）担保=medium,3000.0,万元,guarantee_limit → 绥芬河方大国际贸易有限公司,outputs/analysis_freeze/guarantee/analysis_059_600507_guarantee_individual.json,4,"序号
担保方
被担保方
授信银行
担保敞口金额(万元）
担保期限
1
公司
绥芬河方大
平安银行股份有限公司
哈尔滨分行
3,000.00
一年",2026-03-03,2027-03-03
600507,方大特钢科技股份有限公司,G_FANGDA,2026-03-03,credit_exposure,medium,为非子公司（股东、兄弟公司、联营或无关方）担保=medium,32500.0,万元,guarantee_limit → 绥芬河方大国际贸易有限公司,outputs/analysis_freeze/guarantee/analysis_059_600507_guarantee_individual.json,4,"2
公司
绥芬河方大
龙江银行股份有限公司
哈尔滨开发区支行
32,500.00
一年",2026-03-03,2027-03-03
600507,方大特钢科技股份有限公司,G_FANGDA,2026-06-27,credit_exposure,low,为子公司担保=low,8000.0,万元,guarantee_limit → 辽宁方大集团国贸有限公司,outputs/analysis_freeze/guarantee/analysis_060_600507_guarantee_individual.json,2,"担保
方
被担保方
担保方持股
比例(%)
被担保方最近
一期资产负债
率(%)
截至目前担保余
额（万元）
本次新增担保额
度（万元）
担保额度占上市公
司最近一期净资产
比例(%)
担保预计有效期
是否关
联担保
是否有
反担保
公司
方大国贸
100.00
61.04
27,325.47
8,000.00
0.79
自公司第九届第十
六次董事会审议通
过之日起一年
否
否",2026-06-27,2027-06-27
N_辽宁方大集团国贸有限公司,辽宁方大集团国贸有限公司,G_FANGDA,2024-02-06,credit_exposure,low,为子公司担保=low,50000.0,万元,guarantee_limit → 绥芬河方大国际贸易有限公司,outputs/analysis_freeze/guarantee/analysis_061_600507_guarantee_related.json,2,"序号 
担保方 
被担保方 
金融机构 
担保金额 
（万元） 
1 
方大国贸、九江 
钢铁 
绥芬河方大 龙江银行股份有限公司哈尔滨
开发区支行 
50,000",2024-02-06,2025-02-06
N_九江萍钢钢铁有限公司,九江萍钢钢铁有限公司,,2024-04-12,credit_exposure,medium,为非子公司（股东、兄弟公司、联营或无关方）担保=medium,19000.0,万元,guarantee_limit → 辽宁方大集团国贸有限公司,outputs/analysis_freeze/guarantee/analysis_062_600507_guarantee_related.json,1,"序号 
担保
方 
被担保
方 
银行 
担保
期限 
担保敞口金额 
（万元） 
1 
九江
钢铁 
方大 
国贸 
阜新银行股份有限公司抚顺分行 
三年 
19,000.00",2024-04-12,2025-04-12
E_FANGDA_GROUP,辽宁方大集团实业有限公司,G_FANGDA,2024-04-12,credit_exposure,medium,为非子公司（股东、兄弟公司、联营或无关方）担保=medium,6500.0,万元,guarantee_limit → 绥芬河方大国际贸易有限公司,outputs/analysis_freeze/guarantee/analysis_062_600507_guarantee_related.json,1,"序号 
担保
方 
被担保
方 
银行 
担保
期限 
担保敞口金额 
（万元） 
2 
方大
集团 
绥芬河
方大 
哈尔滨银行股份有限公司牡丹江分行 
一年 
6,500.00",2024-04-12,2025-04-12
E_FANGDA_GROUP,辽宁方大集团实业有限公司,G_FANGDA,2024-04-12,credit_exposure,medium,为非子公司（股东、兄弟公司、联营或无关方）担保=medium,5000.0,万元,guarantee_limit → 绥芬河方大国际贸易有限公司,outputs/analysis_freeze/guarantee/analysis_062_600507_guarantee_related.json,1,"序号 
担保
方 
被担保
方 
银行 
担保
期限 
担保敞口金额 
（万元） 
3 
方大
集团 
绥芬河
方大 
兴业银行股份有限公司哈尔滨分行 
一年 
5,000.00",2024-04-12,2025-04-12
600507,方大特钢科技股份有限公司,G_FANGDA,2025-02-07,credit_exposure,medium,为非子公司（股东、兄弟公司、联营或无关方）担保=medium,40000.0,万元,guarantee_provided → 方大炭素新材料科技股份有限公司,outputs/analysis_freeze/guarantee/analysis_063_600507_guarantee_related.json,2,近日，公司与中国进出口银行甘肃省分行再次签订《保证合同》，公司为关联方方大炭素在中国进出口银行甘肃省分行贷款本金最高额不超过4 亿元人民币（贷款期限为24 个月）、利息及其他应付款项提供连带责任保证担保，保证期间为方大炭素与贷款人签订的借款合同项下债务履行期届满之日起三年。对于本次担保事项，方大炭素为公司提供反担保。,2025-02-07,2028-02-07
N_辽宁方大集团国贸有限公司,辽宁方大集团国贸有限公司,G_FANGDA,2025-02-11,credit_exposure,low,为子公司担保=low,50000.0,万元,guarantee_limit → 绥芬河方大国际贸易有限公司,outputs/analysis_freeze/guarantee/analysis_064_600507_guarantee_related.json,2,"序号 
担保方 
被担保方 
金融机构 
担保金额 
（万元） 
1 
方大国贸、九江 
钢铁 
绥芬河方大 龙江银行股份有限公司哈尔滨
开发区支行 
50,000",2025-02-11,2026-02-11
600507,方大特钢科技股份有限公司,G_FANGDA,2025-11-29,credit_exposure,medium,为非子公司（股东、兄弟公司、联营或无关方）担保=medium,50000.0,万元,guarantee_limit → 方大炭素新材料科技股份有限公司,outputs/analysis_freeze/guarantee/analysis_065_600507_guarantee_related.json,1,公司于2025 年11 月28 日召开第九届董事会第八次会议，审议通过《关于调整与方大炭素关联担保额度的议案》，根据公司生产经营的需要，公司调整与方大炭素关联担保额度，由“不超过人民币10 亿元”调整为“不超过人民币5 亿元”，协议其他内容不变。,2025-11-29,2026-11-29
600569,安阳钢铁股份有限公司,G_ANYANG,2025-11-07,guarantee_balance,info,累计对外担保余额（合并报表外），用于承压评分的对外担保维度,11000.0,万元,累计对外担保余额 1.10 亿元（总担保占净资产 176.2%）,outputs/analysis_freeze/guarantee/analysis_072_600569_guarantee_related.json,,,2025-11-07,2026-11-07
600569,安阳钢铁股份有限公司,G_ANYANG,2025-11-07,credit_exposure,low,为子公司担保=low,11000.0,万元,guarantee_limit → 安钢集团永通球墨铸铁管有限责任公司,outputs/analysis_freeze/guarantee/analysis_072_600569_guarantee_related.json,1,公司此前为永通公司与徽银金融租赁有限公司开展不超过人民币1.10 亿元融资租赁业务提供连带责任保证担保将形成关联担保。,2025-11-07,2026-11-07
N_江西新华新材料科技股份有限公司,江西新华新材料科技股份有限公司,,2024-04-23,credit_exposure,low,为子公司担保=low,11000.0,万元,guarantee_limit → 张家港新华预应力钢绞线有限公司,outputs/analysis_freeze/guarantee/analysis_078_600782_guarantee_individual.json,1,为满足公司控股子公司江西新华新材料科技股份有限公司（以下简称“新华新材料”）的控股子公司张家港新华日常经营和建设项目的资金需求，促进其业务发展，张家港新华拟向商业银行申请2.20亿元的流动资金贷款。控股子公司新华新材料及张家港宏兴高线有限公司按持股比例对张家港新华提供同比例担保，控股子公司新华新材料为张家港新华提供担保额度不超过1.10 亿元。,2024-04-23,2025-04-23
600010,内蒙古包钢钢联股份有限公司,G_BAOTOU,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",78000.0,股,包钢集团 质押给 中信银行股份有限公司包头分行,outputs/analysis_freeze/pledge/analysis_033_600010_pledge.json,2,"股东名称
是否为控
股股东
本次质押股数
（万股）
是否为限售
股（如是，注
明限售类型）
是否
补充
质押
质押起始日
质押到期日
质权人
占其所
持股份
比例
占公司
总股本
比例
质押融资资金
用途
包钢集团
是
78,000.00
否
否
2025-06-09
2027-06-08
中信银行股份有
限公司包头分行
3.11%
1.72%
为包钢集团融
资提供担保",2025-06-09,2027-06-08
600010,内蒙古包钢钢联股份有限公司,G_BAOTOU,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",62100.0,股,包钢集团 质押给 中信证券股份有限公司,outputs/analysis_freeze/pledge/analysis_034_600010_pledge.json,2,"股东名称
是否为控
股股东
本次质押股数
（万股）
是否为限售
股（如是，注
明限售类型）
是否
补充
质押
质押起始日
质押到期日
质权人
占其所
持股份
比例
占公司
总股本
比例
质押融资资金
用途
包钢集团
是
62,100.00
否
否
2025-07-15
2026-07-15
中信证券股份有
限公司
2.48%
1.37%
为包钢集团融
资提供担保",2025-07-15,2026-07-15
600010,内蒙古包钢钢联股份有限公司,G_BAOTOU,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",77000.0,股,包钢集团 质押给 平安银行股份有限公司呼和浩特分行,outputs/analysis_freeze/pledge/analysis_035_600010_pledge.json,3,"包钢集团
是
77,000.00
否
否
2026-02-05
2029-02-04
平安银行股份
有限公司呼和
浩特分行
3.07%
1.70%
为包钢集团融
资提供担保",2026-02-05,2029-02-04
600010,内蒙古包钢钢联股份有限公司,G_BAOTOU,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",68000.0,股,包钢集团 质押给 中信银行股份有限公司包头分行,outputs/analysis_freeze/pledge/analysis_035_600010_pledge.json,3,"包钢集团
是
68,000.00
否
否
2026-02-05
2028-09-28
中信银行股份
有限公司包头
分行
2.71%
1.50%
为包钢集团融
资提供担保",2026-02-05,2028-09-28
600231,凌源钢铁股份有限公司,G_ANSTEEL,,share_pledge,high,"本次质押占其持股 >=80% high, >=50% medium",311179639.0,股,九江萍钢钢铁有限公司 质押给 鞍资（天津）融资租赁有限公司,outputs/analysis_freeze/pledge/analysis_044_600231_pledge.json,1,"股东名称 
是否为控
股股东 
本次质押股数
(股) 
是否为限售
股 
是否补
充质押 
质押起始
日 
质押到期
日 
质权人 
占其所
持股份
比例（%） 
占公司
总股本
比例（%） 
质押融
资资金
用途 
九江萍钢钢
铁有限公司 
否 
311,179,639 
否 
否 
2025 年01
月20 日 
2028 年08
月23 日 
鞍资（天
津）融资
租赁有限
公司 
100 
10.91 
生产经
营",2025-01-20,2028-08-23
600231,凌源钢铁股份有限公司,G_ANSTEEL,,share_pledge,medium,"本次质押占其持股 >=80% high, >=50% medium",211179639.0,股,九江萍钢 质押给 鞍资（天津）融资租赁有限公司,outputs/analysis_freeze/pledge/analysis_045_600231_pledge.json,2,"股东名称
是否为控
股股东
本次质押股数
是否为
限售股
是否补
充质押
质押起始
日
质押到期日
质权人
占其所
持股份
比例
（%）
占公司
总股本
比例
（%）
质押
融资
资金
用途
九江萍钢
否
211,179,639
否
否
2025 年09
月25 日
2028 年09
月28 日
鞍资（天津）
融资租赁有
限公司
67.86
7.40
生产
经营",2025-09-25,2028-09-28
600231,凌源钢铁股份有限公司,G_ANSTEEL,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",100000000.0,股,九江萍钢 质押给 鞍钢集团成都融资租赁有限公司,outputs/analysis_freeze/pledge/analysis_045_600231_pledge.json,2,"九江萍钢
否
100,000,000
否
否
2025 年09
月25 日
2028 年09
月28 日
鞍钢集团成
都融资租赁
有限公司
32.14
3.51
生产
经营",2025-09-25,2028-09-28
600399,抚顺特殊钢股份有限公司,G_SHAGANG,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",120876444.0,股,东北特钢及一致行动人 质押给 沙钢集团,outputs/analysis_freeze/pledge/analysis_055_600399_pledge.json,2,"二、再质押情况
1、本次股份质押基本情况
股东名称
是否
为控
股股
东
本次质
押股数
（股）
是否为限售
股（如是，
注明限售类
型）
是否
补充
质押
质押起始
日
质押到期
日
质权人
占其所
持股份
比例
占公
司总
股本
比例
质押融
资资金
用途
东北特钢及
一致行动人
是
120,876
,444
否
否
2025年12
月30 日
见注
沙钢集
团
19.77%
6.13%
生产经
营
注：2024 年1 月3 日，东北特钢将持有的170,876,444 股公司股份质押给沙钢集团，
为其借款业务提供担保。2025 年12 月30 日，双方对已签署的借款合同及质押担保合同进
行变更，担保期限为2025 年12 月19 日至2028 年12 月19 日，质押股份在东北特钢向沙钢
集团清偿完全部债务时解除，具体以实际办理股份解除质押登记时间为准。",2025-12-30,2026-12-30
