entity_id,entity_name,group_id,date,signal_type,severity,severity_rule,magnitude,magnitude_unit,detail,source_doc,source_page,evidence_text,valid_from,valid_to
E_FANGDA_GROUP,辽宁方大集团实业有限公司,G_FANGDA,2024-04-12,credit_exposure,medium,为非子公司（股东、兄弟公司、联营或无关方）担保=medium,6500.0,万元,guarantee_limit → 绥芬河方大国际贸易有限公司,outputs/analysis_freeze/guarantee/analysis_062_600507_guarantee_related.json,1,"序号 
担保
方 
被担保
方 
银行 
担保
期限 
担保敞口金额 
（万元） 
2 
方大
集团 
绥芬河
方大 
哈尔滨银行股份有限公司牡丹江分行 
一年 
6,500.00",2024-04-12,2025-04-12
E_FANGDA_GROUP,辽宁方大集团实业有限公司,G_FANGDA,2024-04-12,credit_exposure,medium,为非子公司（股东、兄弟公司、联营或无关方）担保=medium,5000.0,万元,guarantee_limit → 绥芬河方大国际贸易有限公司,outputs/analysis_freeze/guarantee/analysis_062_600507_guarantee_related.json,1,"序号 
担保
方 
被担保
方 
银行 
担保
期限 
担保敞口金额 
（万元） 
3 
方大
集团 
绥芬河
方大 
兴业银行股份有限公司哈尔滨分行 
一年 
5,000.00",2024-04-12,2025-04-12
600507,方大特钢科技股份有限公司,G_FANGDA,2025-02-07,credit_exposure,medium,为非子公司（股东、兄弟公司、联营或无关方）担保=medium,40000.0,万元,guarantee_provided → 方大炭素新材料科技股份有限公司,outputs/analysis_freeze/guarantee/analysis_063_600507_guarantee_related.json,2,近日，公司与中国进出口银行甘肃省分行再次签订《保证合同》，公司为关联方方大炭素在中国进出口银行甘肃省分行贷款本金最高额不超过4 亿元人民币（贷款期限为24 个月）、利息及其他应付款项提供连带责任保证担保，保证期间为方大炭素与贷款人签订的借款合同项下债务履行期届满之日起三年。对于本次担保事项，方大炭素为公司提供反担保。,2025-02-07,2028-02-07
N_辽宁方大集团国贸有限公司,辽宁方大集团国贸有限公司,G_FANGDA,2025-02-11,credit_exposure,low,为子公司担保=low,50000.0,万元,guarantee_limit → 绥芬河方大国际贸易有限公司,outputs/analysis_freeze/guarantee/analysis_064_600507_guarantee_related.json,2,"序号 
担保方 
被担保方 
金融机构 
担保金额 
（万元） 
1 
方大国贸、九江 
钢铁 
绥芬河方大 龙江银行股份有限公司哈尔滨
开发区支行 
50,000",2025-02-11,2026-02-11
600507,方大特钢科技股份有限公司,G_FANGDA,2025-11-29,credit_exposure,medium,为非子公司（股东、兄弟公司、联营或无关方）担保=medium,50000.0,万元,guarantee_limit → 方大炭素新材料科技股份有限公司,outputs/analysis_freeze/guarantee/analysis_065_600507_guarantee_related.json,1,公司于2025 年11 月28 日召开第九届董事会第八次会议，审议通过《关于调整与方大炭素关联担保额度的议案》，根据公司生产经营的需要，公司调整与方大炭素关联担保额度，由“不超过人民币10 亿元”调整为“不超过人民币5 亿元”，协议其他内容不变。,2025-11-29,2026-11-29
600569,安阳钢铁股份有限公司,G_ANYANG,2025-11-07,guarantee_balance,info,累计对外担保余额（合并报表外），用于承压评分的对外担保维度,11000.0,万元,累计对外担保余额 1.10 亿元（总担保占净资产 176.2%）,outputs/analysis_freeze/guarantee/analysis_072_600569_guarantee_related.json,,,2025-11-07,2026-11-07
600569,安阳钢铁股份有限公司,G_ANYANG,2025-11-07,credit_exposure,low,为子公司担保=low,11000.0,万元,guarantee_limit → 安钢集团永通球墨铸铁管有限责任公司,outputs/analysis_freeze/guarantee/analysis_072_600569_guarantee_related.json,1,公司此前为永通公司与徽银金融租赁有限公司开展不超过人民币1.10 亿元融资租赁业务提供连带责任保证担保将形成关联担保。,2025-11-07,2026-11-07
N_江西新华新材料科技股份有限公司,江西新华新材料科技股份有限公司,,2024-04-23,credit_exposure,low,为子公司担保=low,11000.0,万元,guarantee_limit → 张家港新华预应力钢绞线有限公司,outputs/analysis_freeze/guarantee/analysis_078_600782_guarantee_individual.json,1,为满足公司控股子公司江西新华新材料科技股份有限公司（以下简称“新华新材料”）的控股子公司张家港新华日常经营和建设项目的资金需求，促进其业务发展，张家港新华拟向商业银行申请2.20亿元的流动资金贷款。控股子公司新华新材料及张家港宏兴高线有限公司按持股比例对张家港新华提供同比例担保，控股子公司新华新材料为张家港新华提供担保额度不超过1.10 亿元。,2024-04-23,2025-04-23
600010,内蒙古包钢钢联股份有限公司,G_BAOTOU,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",78000.0,股,包钢集团 质押给 中信银行股份有限公司包头分行,outputs/analysis_freeze/pledge/analysis_033_600010_pledge.json,2,"股东名称
是否为控
股股东
本次质押股数
（万股）
是否为限售
股（如是，注
明限售类型）
是否
补充
质押
质押起始日
质押到期日
质权人
占其所
持股份
比例
占公司
总股本
比例
质押融资资金
用途
包钢集团
是
78,000.00
否
否
2025-06-09
2027-06-08
中信银行股份有
限公司包头分行
3.11%
1.72%
为包钢集团融
资提供担保",2025-06-09,2027-06-08
600010,内蒙古包钢钢联股份有限公司,G_BAOTOU,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",62100.0,股,包钢集团 质押给 中信证券股份有限公司,outputs/analysis_freeze/pledge/analysis_034_600010_pledge.json,2,"股东名称
是否为控
股股东
本次质押股数
（万股）
是否为限售
股（如是，注
明限售类型）
是否
补充
质押
质押起始日
质押到期日
质权人
占其所
持股份
比例
占公司
总股本
比例
质押融资资金
用途
包钢集团
是
62,100.00
否
否
2025-07-15
2026-07-15
中信证券股份有
限公司
2.48%
1.37%
为包钢集团融
资提供担保",2025-07-15,2026-07-15
