split,file_name,security_code,security_name,announcement_date,target_pattern,announcement_title,source_url,download_date,sha256,page_count,text_char_count,empty_pages,is_text_pdf
backtest_antai,backtest_antai_001_600408_related_estimate.pdf,600408,安泰集团,2023-04-22,related_estimate,关于调整2023年度部分日常关联交易预计的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-4/2023-04-22/9040750.PDF,2026-09-26,b52639142e735b93a566c82ca13e5b9a6d6bbda296e4d10c366f8d6b7020e2ed,4,3426,0,True
backtest_antai,backtest_antai_002_600408_pledge.pdf,600408,安泰集团,2023-06-22,pledge,关于控股股东股份质押的进展公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-6/2023-06-22/9307213.PDF,2026-09-26,dbd3791b2e97563ae23956ab2cffeaae6b9c7b8ef97bda9a58937a46cba25c40,2,2017,0,True
backtest_antai,backtest_antai_003_600408_related_estimate.pdf,600408,安泰集团,2023-10-28,related_estimate,关于调整二○二三年度部分日常关联交易预计的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-10/2023-10-28/9604862.PDF,2026-09-26,5a27eff44d0b398e3dd28e2bc6e5995a517a9e4c7793858b5b8ab6849cdc8902,1,860,0,True
backtest_antai,backtest_antai_004_600408_guarantee_backtest.pdf,600408,安泰集团,2024-04-03,guarantee_backtest,关于全资子公司为公司提供担保的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-4/2024-04-03/9940130.PDF,2026-09-26,73328103f4f292a1a7abb6f4c74a3751bf88e206bcb2e999cf0611236ef00990,2,1441,0,True
backtest_antai,backtest_antai_005_600408_related_estimate.pdf,600408,安泰集团,2024-04-03,related_estimate,关于二○二四年度日常关联交易预计的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-4/2024-04-03/9940136.PDF,2026-09-26,ba15682f343738e4a15374389fcb4e6d8f942262c6cf1a8e37d44bf780c7356e,9,8401,0,True
backtest_antai,backtest_antai_006_600408_guarantee_backtest.pdf,600408,安泰集团,2024-04-27,guarantee_backtest,关于为山西新泰钢铁有限公司提供担保的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-4/2024-04-27/10110426.PDF,2026-09-26,91616ed5fc9e9dbfac4d66cc8e23b3768323d972dd366dc2b4d949dd55f7cb80,4,3251,0,True
backtest_antai,backtest_antai_007_600408_guarantee_backtest.pdf,600408,安泰集团,2024-04-27,guarantee_backtest,关于为全资子公司宏安焦化提供担保的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-4/2024-04-27/10110420.PDF,2026-09-26,82110f047f965424c9c7a1a8f664e3ea18e60ee8390864b6662dcc61c5207a9b,2,1734,0,True
backtest_antai,backtest_antai_008_600408_pledge.pdf,600408,安泰集团,2024-06-27,pledge,关于控股股东股份质押的进展公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-6/2024-06-27/10297120.PDF,2026-09-26,9560f45a55948d83cc0f88cb8c5ef164783e204b351b19ca03022e2f864e20a4,2,2014,0,True
backtest_antai,backtest_antai_009_600408_related_estimate.pdf,600408,安泰集团,2024-07-04,related_estimate,关于与参股公司二○二四年度日常关联交易预计的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-7/2024-07-04/10312382.PDF,2026-09-26,5e4363d916552b79da6af5aa1ea3f11d920b5831156df3bcb8d6f89516e46210,3,2466,0,True
backtest_antai,backtest_antai_010_600408_guarantee_backtest.pdf,600408,安泰集团,2024-08-06,guarantee_backtest,关于为参股公司提供担保的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-8/2024-08-06/10360543.PDF,2026-09-26,c7d481854a54a2a6d57e03407ba47d39cda16dc2167b16941caee2098c7b294e,3,2127,0,True
